@relation 'position-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C1-L4,6'

@attribute class {rest,index,pinch_1,pinch_3,fist,spread}
@attribute A_mean numeric
@attribute A_median numeric
@attribute A_variance numeric
@attribute B_mean numeric
@attribute B_median numeric
@attribute B_variance numeric
@attribute C_mean numeric
@attribute C_median numeric
@attribute C_variance numeric
@attribute D_mean numeric
@attribute D_median numeric
@attribute D_variance numeric
@attribute E_mean numeric
@attribute E_median numeric
@attribute E_variance numeric
@attribute F_mean numeric
@attribute F_median numeric
@attribute F_variance numeric
@attribute G_mean numeric
@attribute G_median numeric
@attribute G_variance numeric
@attribute H_mean numeric
@attribute H_median numeric
@attribute H_variance numeric

@data
spread,-1.3,-2,8.01,-1.6,-2,9.64,-2,-2,19.8,-8.2,-18,915.16,-3.7,-7,1452.41,-1.2,0,167.76,-3.2,-2,60.16,-1.9,-2,14.49
spread,-1.7,-2,5.01,-1.5,-1,12.25,-0.9,2,44.29,0.2,10,1280.76,-5.7,1,1436.01,-4.6,0,306.04,-0.3,0,36.81,-2.9,-3,23.89
spread,-1.1,-1,2.89,-1.2,-1,4.16,-2.2,-1,23.56,-9.2,-3,1565.96,-9,-9,411.2,-2.6,-3,179.64,-2.5,3,192.45,-0.2,0,6.16
spread,-0.9,0,7.69,-1.3,-2,6.21,-1.6,-2,17.24,3.4,16,2075.44,0.6,7,1159.84,-0.1,-1,14.89,0.3,1,99.61,-1,-1,5.8
spread,-0.5,-4,98.05,-1.6,-3,6.84,-2,-2,14.8,2.3,10,835.61,9.5,30,2001.85,2.7,0,229.01,-2.4,-4,95.04,-1.3,-1,10.81
spread,-1.9,-1,27.69,-1.3,-2,6.41,-2,-2,44.8,-6.6,10,889.84,-2.9,-2,1300.69,-3.1,-4,339.09,1.9,0,136.29,-0.8,-2,21.36
spread,-0.4,0,5.04,-0.1,0,7.49,0,1,45.8,-2.3,0,1376.21,-1.2,0,1917.36,-2.4,1,41.84,-4.8,-4,37.56,-0.4,0,36.84
spread,-2,-2,20.4,-1.4,-1,26.24,-0.6,-2,84.44,-6,-4,1424.2,-0.9,22,2885.29,-1.8,-2,206.56,-2.5,-3,269.25,-2.2,-1,34.16
spread,-1.4,-1,16.44,-0.7,-1,5.01,-0.7,1,16.41,2.1,1,811.69,1.5,12,779.05,-1.3,-1,9.01,-2,-1,31,-1,-1,6.6
spread,-0.6,0,32.64,-0.8,0,6.76,-0.8,-1,17.16,-0.9,4,951.89,0.7,6,335.61,-0.8,2,33.16,-0.1,-1,37.69,-0.7,0,6.21
spread,-0.8,0,174.16,-0.9,-1,3.29,-1.2,-1,16.56,-1.7,11,1514.61,2,22,2241,0.2,2,79.56,-0.9,-2,13.69,0.2,1,59.96
spread,0,1,18.8,-0.8,0,13.56,-0.1,1,40.29,10.2,17,1937.76,11,19,1173.8,-0.6,1,75.84,-2.5,-1,43.85,-0.6,0,68.64
spread,0.4,0,49.84,-1.7,-1,10.81,-2,0,27.4,-0.2,-3,1661.56,-5.6,-11,460.84,1.3,-2,140.41,-0.8,-1,15.76,-2,-1,16.4
spread,-0.3,-1,84.01,-0.5,0,8.25,-1.4,1,18.64,-5.7,-10,1530.61,-10.1,-6,453.89,-3.4,-3,44.04,0.3,1,162.41,-2,-2,5.2
spread,-2.5,-1,12.25,-1.5,-1,9.45,-0.5,0,59.45,-5.6,-11,2335.64,-2,8,1287.6,-3.2,-3,40.76,-2.7,-3,45.01,-1,-1,23.6
spread,2.1,1,69.69,-1.7,-1,4.81,-2,-1,11.4,-0.6,11,1839.24,-7.1,-6,242.69,-3.4,-1,19.84,-1.2,-1,14.16,-0.9,-2,11.89
spread,-1.6,0,64.04,-1.1,0,9.49,-0.7,0,35.41,-1.4,-7,908.44,2.5,4,595.65,0.2,0,91.16,-0.1,0,42.69,-1.6,0,19.64
spread,-2.2,-1,16.56,-1.3,0,11.41,-0.8,0,24.36,-3,5,558,3.3,2,1470.81,-0.7,-2,37.01,-1.8,-2,10.96,-2.1,-4,27.49
spread,-1.9,-3,22.49,-1,0,14.2,-0.6,0,57.64,9.9,6,2958.49,-2.7,6,1336.21,-2.5,0,59.25,-1.9,1,93.29,-0.9,-1,56.49
spread,-1.2,-1,21.76,-1,-1,7.8,-2,-2,21.4,-2.8,-9,273.96,0.5,-3,805.25,-1.6,-1,15.04,-3.1,-2,14.69,-0.5,-1,32.25
spread,-1,-1,143.4,-1.2,-3,18.56,-1.2,-2,26.96,-0.3,-2,622.61,1.5,5,469.45,-0.8,-1,25.56,-1.4,-1,9.24,-2.1,-2,25.09
spread,-2.4,-1,67.44,-2.4,-1,10.44,-2.1,-1,28.49,7,9,1580.8,2.4,2,1500.64,-2.2,-3,34.16,-3.3,-3,28.41,-2.4,-2,42.04
spread,-0.3,0,2.61,-1.1,-1,2.89,-0.1,0,11.29,-1.1,2,1648.69,-5.5,-10,269.65,-0.9,-2,25.29,-0.2,1,9.16,-1.5,0,7.45
spread,0.3,-1,93.81,-1.3,-1,14.21,-1.3,-3,50.81,0.7,-3,1585.61,5.5,-5,1349.85,-1.6,0,70.24,-0.2,1,51.56,-0.9,-1,11.89
spread,-0.5,-1,59.85,-0.9,0,16.29,-1.5,-2,59.45,4.7,14,2179.61,-3.3,-4,722.21,0.5,0,145.25,-0.6,0,23.84,-1.4,-2,13.04
spread,0.6,2,34.44,-1,0,2.6,-0.5,1,16.45,0.2,0,819.96,2.4,1,972.24,-1.1,-2,46.69,-1.8,0,22.16,-1.1,-1,25.89
spread,-1.4,1,31.64,-1.1,0,6.09,-1.4,-1,31.64,0.1,-3,1051.69,1.4,-7,541.04,1,0,62,1.4,1,59.04,-2.1,-1,29.69
spread,-3,-1,74.2,-1.4,0,13.84,-1.8,-1,30.36,-8.2,0,1314.36,-11.7,-8,1081.01,-2.1,-2,35.69,-1.8,-1,9.36,-1.2,0,29.36
spread,-1.4,-1,7.04,-1.3,0,13.01,-2.3,0,40.01,0.3,5,1386.81,-9.5,-11,919.85,-0.1,4,70.89,0.4,1,19.44,-2.1,-2,5.69
spread,-0.8,0,4.96,-1.5,-1,3.65,-1.2,-1,20.36,-8.2,-3,799.56,-3.2,2,111.16,-2.2,-2,36.16,0.1,2,81.09,-1,-1,7
spread,-1.4,-3,10.84,-1.4,-1,9.44,-1.2,-3,12.76,-4.4,3,762.04,-2.2,-8,1578.96,-5.9,-1,200.29,-0.6,3,100.44,-1.9,0,11.69
spread,-1.9,-2,94.49,-1.8,-2,3.96,-1.8,-3,20.96,0.6,0,282.84,5.7,8,425.21,0.9,0,14.29,-0.1,0,34.69,-0.5,-1,3.05
spread,-1.8,-3,13.36,-1.6,0,5.64,-1.5,-2,12.25,5.3,17,2063.81,6.7,2,880.61,-1.3,-2,26.21,0.4,2,67.84,-1.6,-2,48.24
spread,-1.9,-1,10.09,-1.5,-2,4.05,-1.4,-2,16.64,2,-1,636.8,-5.5,2,686.85,-2,-4,77.6,-4.2,-5,39.36,-0.6,-2,31.84
spread,1.4,2,81.84,0,1,9.6,1.2,2,35.76,2.6,21,1096.64,2.6,6,960.04,-0.5,3,66.05,2.1,1,167.89,0.4,-2,24.24
spread,-1.8,-1,2.76,-1.8,-2,2.76,-1.1,-1,13.29,-7,-8,810,-4.1,6,1493.49,-1.3,-2,49.21,-2.7,-2,127.21,-2.1,-1,19.29
spread,-0.7,-1,5.21,-0.5,-1,8.05,-0.6,1,33.24,-0.4,18,1495.44,6,13,1359.6,-2.6,-3,183.44,-2.4,-4,111.44,-0.6,-1,8.44
spread,-1.4,0,3.64,-1.7,-2,11.21,-2.3,-3,52.81,-1.2,-3,374.16,-4.7,-1,522.61,-3.8,-2,134.36,-1.3,-5,76.61,-2.1,-2,6.29
spread,-1.4,-2,7.64,-1.6,-2,2.64,-1.4,-2,30.84,-2.5,-2,672.85,3.4,7,440.84,-1,2,127.2,-0.9,-2,10.29,-1.4,-2,3.24
spread,-1.5,-2,2.45,-1.9,-2,2.49,-2.2,-1,8.76,-5,-5,370.2,-11.8,-7,536.96,-3.9,-2,115.49,-3,-3,19.8,-0.6,0,5.04
spread,-0.9,0,5.49,-0.8,0,5.36,0,1,28.2,6.3,4,2079.41,1.6,10,1547.24,2.7,7,106.21,-1.9,1,152.89,-0.4,0,18.84
spread,-1.7,-1,2.21,-1.5,-1,1.45,-1.2,0,5.36,-2.2,5,199.96,-0.6,7,183.84,2.2,2,34.16,-1.6,-2,48.04,-1.4,0,5.24
spread,-1.5,-1,3.65,-1.9,-1,4.89,-3.3,-2,8.61,-15.2,1,731.76,-12,-4,367.8,-5,-3,86.2,-2,0,29.6,-2.3,-2,4.61
spread,-0.9,0,3.89,-0.8,-1,13.76,-1.8,-2,36.96,-0.8,1,1260.36,2.8,7,1620.76,2.5,3,91.05,-0.3,-1,26.01,-1.5,0,5.85
spread,-2.2,-2,2.76,-1.6,-2,9.84,-1.4,0,36.04,2.1,2,900.09,2.8,2,1687.76,-1.2,-3,203.96,-0.9,-2,16.89,-1.3,-1,2.81
spread,-1.5,-1,4.65,-1.7,-2,3.41,-0.9,0,17.49,1.8,5,352.36,-5.9,-8,144.29,0.7,-1,63.01,-1,-1,12.8,-1.5,-2,4.45
spread,-0.8,-1,2.36,-1.1,-1,9.69,-0.6,-1,44.44,3.6,-3,756.24,-7.3,0,278.21,-5.4,-3,78.04,-0.1,0,17.69,-2,-1,4
spread,-1,0,2.6,-1.1,-1,8.89,-1.1,-2,30.09,-4.6,0,2363.44,-2.4,14,483.04,-3.8,-4,12.76,-3.5,0,58.25,0.1,1,23.09
fist,-1.5,-1,5.25,-2,-2,4.6,-1.8,-1,12.56,-0.6,1,52.24,-2.8,7,411.36,-2.1,-5,495.29,-0.5,-2,30.25,0.9,1,216.49
fist,-1.5,-1,2.65,-0.6,0,2.24,-0.2,0,10.56,-1,-1,41,2.8,6,173.56,-4.6,0,343.44,-1.1,-1,223.49,-5.4,-5,60.84
fist,-1.6,-1,12.44,-1.2,-2,9.16,-1.7,-1,23.81,-1.7,-1,103.81,1.9,6,323.69,-4.6,-9,227.44,-6.3,-5,351.41,-5,-5,57.2
fist,-1.2,0,8.76,-1.2,-1,3.96,-0.7,-1,18.41,-2.5,0,68.05,-3.3,1,198.01,-3.6,14,796.84,-1.2,1,127.36,-2.2,1,412.96
fist,-1.3,0,9.61,-1.9,-2,8.09,-2.6,-1,23.24,-3.4,-2,29.24,-2.1,-1,320.49,-4.8,2,434.16,-0.6,-3,155.04,0.9,1,151.09
fist,-0.6,-2,35.64,-0.7,-2,15.81,-0.5,2,25.25,-0.2,0,62.96,-3.2,-11,648.76,6.5,10,892.85,2.6,13,459.24,-5.2,2,558.76
fist,-0.8,-1,10.36,-1.1,0,2.89,0.5,1,25.25,0.9,2,30.69,0,-1,94.4,2.9,-6,590.89,2.1,1,123.49,3.7,3,123.81
fist,-1.2,0,12.76,-1.7,-2,22.81,-2.2,0,146.96,-2.4,-3,110.04,0.5,5,260.65,-5,-2,282,0,0,193.2,-1.9,-1,101.29
fist,-1.2,0,16.16,-1.5,-1,6.25,-2.3,0,42.01,-0.9,0,22.29,0.4,-6,774.04,-11.9,-19,682.29,-1.6,-2,461.04,-1.4,1,325.84
fist,-1.1,-1,10.29,-0.5,-1,5.65,-0.1,-1,21.89,-0.3,1,26.21,-4.4,-3,344.84,1.6,7,534.84,-2.7,-2,123.01,-4.3,-5,444.61
fist,-2.2,-1,15.16,-1.6,-2,8.04,-2.3,-1,58.41,-1.3,-3,125.01,1.9,2,646.29,-3.8,-4,321.16,-2.6,3,137.24,-3.7,-8,419.21
fist,-1.2,-2,12.76,-1.4,-1,7.84,-1.3,1,41.01,-1.9,-4,137.49,-2,-6,731.4,1.8,-3,816.56,-3.1,-5,60.09,-1.8,-5,133.16
fist,-0.5,-1,4.65,-0.7,-1,15.21,-1,0,51.2,-0.5,-1,66.25,-2.2,-2,189.96,-8.2,-10,360.76,1.6,0,64.64,-1.7,0,90.61
fist,-0.9,1,8.09,-1.4,-1,9.44,-1.2,-1,58.76,-1.4,1,77.24,0.8,-2,191.36,10.2,2,863.56,1.1,4,260.09,3.8,-2,435.16
fist,-2.8,-3,3.96,-2.1,-2,8.29,-2,-4,25.4,-2.4,-3,43.64,-3.8,-3,386.36,-6.1,-4,355.49,-6.1,-7,48.49,-4.4,-2,72.24
fist,-0.4,0,4.24,-1.1,-1,6.89,-1.7,-1,51.81,-1.7,1,45.81,0.1,14,295.29,4.4,10,169.64,3.3,3,119.21,2.9,1,338.09
fist,-0.3,-1,32.01,-0.6,0,4.64,-0.4,2,36.84,0.6,2,56.04,1.6,3,162.04,-10.9,-13,389.89,-1.7,0,22.41,-0.9,0,143.09
fist,-1.6,-1,4.24,-2.5,-3,8.05,-1.4,-1,15.24,-2,-2,59.2,0.9,2,370.49,7.7,6,355.81,0.4,-1,100.44,-2.9,-10,333.89
fist,-0.5,1,25.45,-0.7,0,8.61,-0.4,-1,19.24,0.5,1,37.25,0.1,5,495.49,-6.1,-10,1105.89,-1.5,1,87.45,4,6,287.6
fist,-1.8,-2,4.76,-1.5,-1,3.25,-2.1,-1,15.29,-2.1,0,43.89,-1.8,-1,325.16,-5.2,-3,395.36,-1,-1,74,-5.7,-3,165.21
fist,-1.4,0,14.24,-1.3,-1,5.21,-1.4,-2,9.64,-2.3,-3,24.41,-4.4,-6,291.24,4,0,346.4,0.5,-2,38.65,0.5,3,232.05
fist,-2,-1,7.8,-2.2,-1,8.16,-2.2,-2,11.36,-2.9,-2,13.29,-1.3,8,353.61,-0.7,8,787.61,-2.5,-1,96.65,-5,-2,69.6
fist,-0.6,0,6.44,-1.4,-1,3.44,-1.6,-1,19.44,-1.4,-1,31.64,4.8,6,341.76,-5,1,466.4,1.2,5,59.76,-2.4,0,202.44
fist,-0.9,-1,5.09,-0.3,0,2.21,-0.1,1,8.89,-1.2,1,25.16,-1,7,276.4,-2.5,0,703.65,0,-3,139.6,-1,2,1195.8
fist,-1.5,-1,7.45,-1.1,-1,1.89,-1.8,0,13.36,-2,3,46,-3.8,-2,95.16,2.5,9,416.65,-0.8,2,78.16,-2.3,1,197.01
fist,-1.3,-1,8.41,-0.9,0,4.49,-0.9,0,17.09,-2,-2,11.2,-6,-8,644.4,-9.3,-8,331.01,-4.4,-4,77.44,-0.8,-5,221.36
fist,-1.7,-1,10.81,-1.8,-2,6.36,-2.7,-3,29.61,-1.3,-1,135.81,-4.4,-5,278.64,2.6,-1,1325.44,-4.8,-3,422.96,0.1,-3,257.09
fist,-2.7,-3,3.81,-1.7,-2,5.01,-0.7,0,11.01,-1.2,0,28.56,-4.6,-2,261.44,-0.7,-2,185.61,-3.7,-1,60.21,-3.2,-4,34.56
fist,-1.6,-1,20.24,-0.7,-1,8.01,-0.2,0,13.16,0.3,0,40.81,1.1,0,153.49,5,7,562.4,2.1,4,189.29,1.8,1,413.76
fist,-0.8,0,7.56,-1.3,-1,7.01,-2.7,0,42.81,-3,-1,34.2,-1.8,6,271.56,0.8,3,385.96,-1,-5,125.2,-2.8,-1,228.96
fist,-1.3,-1,4.61,-1.4,-1,4.64,-1.6,0,21.44,-1.9,-4,73.09,0.3,4,298.21,-2.4,-8,328.44,-2.4,-3,89.24,-3.6,-4,279.64
fist,-1.3,0,3.81,-1.1,-1,4.09,-0.7,0,10.81,-1.2,-1,15.36,-2.4,3,112.24,-2.3,4,363.41,-2,1,68.2,2.5,0,260.25
fist,-1,-2,9.6,-1,-1,7.6,-1.8,-2,18.56,-0.2,-1,45.56,0.9,-3,326.89,-7.3,-8,232.21,-1.7,1,96.41,-0.6,-3,73.24
fist,-1.3,-2,3.41,-1.7,-1,4.61,-0.1,1,15.29,-0.9,-2,72.89,-0.8,-4,264.16,4.5,-3,699.85,1.8,3,67.36,0.3,1,27.01
fist,-1.4,0,4.64,-1.5,0,5.65,-2.1,-2,3.49,-2.1,-2,26.69,-1.3,0,306.41,-1.1,-2,724.89,-3.6,-2,73.04,0.3,2,82.01
fist,-1.2,-1,9.96,-1.7,-1,5.01,-2.7,-2,10.81,-3,-2,10.6,-6.3,-5,157.81,-2.1,-1,240.89,1.3,-4,215.01,0.3,-2,285.21
fist,-0.9,-1,5.69,-1.5,-2,2.05,-1.4,-2,4.84,-0.1,1,14.69,6,10,97,-4,1,175.2,0.3,-3,142.61,0.2,-4,245.56
fist,-0.4,0,8.04,-0.4,0,5.44,-0.3,0,3.81,-0.5,0,9.25,1.8,4,172.36,2.9,2,297.69,0.9,1,73.29,-1.5,-1,51.45
fist,-0.7,0,13.81,-0.8,0,1.56,-1.6,-2,2.04,-2.7,-2,9.21,-3.3,3,246.61,-3,-4,436,-3.7,-3,133.41,0.6,-4,328.24
fist,-0.8,-1,8.56,-2.1,-2,2.89,-1.4,-1,8.64,-1,0,10.6,3.9,2,98.69,-3.5,-3,312.85,-1,2,41.4,-3.1,0,82.89
fist,-1.4,-1,8.44,-0.9,0,1.49,-0.7,0,7.41,-1,0,7.6,0.1,6,192.69,-8.9,-12,287.69,0.1,2,71.29,-1.6,-5,267.24
fist,-1.2,-1,2.56,-2.2,-2,1.56,-2.9,-3,3.89,-3.3,-2,18.81,-2.6,-4,426.64,-2.5,-2,229.05,-3.7,-3,48.41,-1.4,2,59.64
fist,-0.7,-1,5.21,-0.6,0,5.44,-1,-1,8.4,-0.2,0,37.96,0.2,-1,384.16,1.1,1,428.89,1,-5,150.4,1,1,71.2
fist,-1.1,-2,6.89,-1.7,-1,4.21,-0.9,0,15.29,-4.3,-4,65.21,-0.6,1,128.44,-1.5,9,523.45,0.5,1,181.85,-2.1,-1,47.69
fist,-1,-2,7.2,-1.2,-1,3.56,-0.9,0,9.49,1.4,-2,122.84,-1.1,-3,372.09,4.5,2,429.05,-2.2,1,150.56,-1.9,1,83.29
fist,-1.3,-1,11.01,-1.2,-1,3.56,-2,-3,23.2,-1.2,-1,52.96,-2.3,-7,193.41,-6.5,-5,504.05,0.5,-3,250.45,-1.3,0,482.41
fist,-1,-1,7.6,-1.2,-2,8.96,-1.6,0,38.64,-3.5,0,85.45,0,2,121,-1.1,-2,547.49,-1.2,10,194.36,-2.9,0,125.89
fist,-1.2,-2,4.96,-1.9,-2,10.29,-1.6,-1,42.24,-1.3,-1,48.01,-1.9,-1,99.09,4.2,5,257.96,-1.2,-1,116.76,0.6,-1,190.64
fist,-0.7,-1,4.01,-1,-1,1.8,-1.6,-3,15.04,-1.7,-1,16.61,-3.8,-4,137.16,-1.3,-2,213.61,-1.1,-1,38.89,-1.5,1,118.65
fist,-2.3,-1,7.01,-2.3,-2,3.01,-1.9,0,22.49,-2.3,-2,33.81,-2.5,-2,202.05,-4.8,-4,460.56,-2.4,4,107.24,-3.6,-2,151.64
fist,-2,-2,2,-1,-1,3.8,-1.8,-1,5.16,-1.6,0,17.04,-3.6,-7,165.84,-0.7,-2,377.41,-2.6,-3,18.64,1.4,2,81.84
pinch_1,-0.9,-1,4.09,-1.4,0,5.84,-1.3,0,34.21,-1.1,-3,182.09,0.7,-5,200.81,0.3,1,18.41,-0.2,3,52.36,-0.8,0,6.76
pinch_1,-1.1,-1,3.09,-1.7,-2,6.41,-2.4,-1,21.84,-2.1,1,345.09,-5.1,-1,365.49,-0.2,0,29.36,-1.2,-1,12.36,-1.8,-2,2.56
pinch_1,-1.6,-1,1.84,-0.8,0,4.36,-0.7,0,29.21,-0.6,2,198.84,0.6,2,218.44,2.1,3,86.89,-1.4,-1,4.84,-2,-1,4.2
pinch_1,-1.7,-2,2.21,-1.1,-1,3.09,-0.7,0,17.01,0,-1,309,-3.9,-6,364.69,-2,-1,27,-2.6,-1,15.04,-1.1,-1,39.89
pinch_1,0.8,3,115.96,-0.2,0,13.96,0.5,0,64.05,1.4,3,1330.24,-4.3,-5,810.61,-1,-3,38.6,-2,2,120.2,1,-1,54.8
pinch_1,-0.7,-4,86.81,-2.5,-2,6.85,-1.4,-2,23.24,-1.3,-5,399.41,-1.5,8,564.85,-1.3,-1,13.21,-0.4,0,69.44,-2.6,-3,36.64
pinch_1,-1.3,-1,615.61,0.1,2,45.09,0.5,2,101.85,-0.5,12,897.25,-2.6,-14,3452.84,-0.5,2,87.05,-1,2,77.6,-0.9,3,36.29
pinch_1,-0.5,5,97.25,-1.4,-2,18.44,-1.7,0,70.81,-1.1,-6,1842.09,-5.6,-31,2896.04,-1.9,0,51.09,-0.7,-2,30.01,-1.3,-1,45.81
pinch_1,-0.3,0,169.41,-0.9,0,14.49,-0.4,1,51.64,-6.5,-1,574.85,-4.5,-4,835.45,-2.8,0,36.96,-2.2,-2,89.36,-1.7,0,29.21
pinch_1,1.1,2,37.49,-0.7,0,9.01,-0.6,2,31.64,-1.2,-2,813.56,2.5,4,588.45,-0.8,-1,73.16,-0.5,0,38.65,-0.4,0,14.44
pinch_1,-1.1,0,134.29,-0.7,-1,6.41,-1.1,-1,14.89,-3,-4,95,-1.2,-3,478.76,-0.8,-2,24.56,-0.5,0,9.25,-0.6,-1,37.24
pinch_1,-1.6,-4,89.04,-1.3,-2,10.21,-1.4,0,38.64,-4,2,961.4,-1.3,-9,1493.81,-0.9,0,23.29,-0.4,0,41.24,-1.3,-1,35.21
pinch_1,-0.1,0,16.69,-0.1,0,8.09,0,-1,35.2,1.9,8,311.89,-0.8,2,431.56,-1.1,0,13.09,0.3,1,82.01,-0.9,-1,21.89
pinch_1,-2.5,-2,10.25,-2.1,-1,13.89,-3,-3,38,-4.1,-2,65.69,-4.3,1,138.41,3.1,-1,249.89,-2.8,-2,11.36,-2.2,-2,13.76
pinch_1,-0.8,1,23.96,-1.7,-2,8.61,-2,-3,33.4,-3.3,-8,1344.61,-12.4,-8,550.04,-4.7,1,156.01,-1.3,0,10.01,-1.5,0,9.05
pinch_1,-1.3,-1,7.01,-0.7,-1,6.41,-1.3,0,34.21,-7,-2,747,-2.6,0,1276.64,0.3,1,40.61,0.1,0,10.09,-0.6,0,12.84
pinch_1,-0.9,-1,1.89,-1,-1,2.4,-1,1,13.2,-1.3,1,321.01,1.5,12,779.25,-1,-2,18.4,-1.6,-2,6.64,-0.7,0,3.61
pinch_1,-1.4,0,113.44,-1.8,1,14.96,-3.8,1,133.96,-2.6,1,262.84,2.3,12,660.61,-1.4,-1,29.44,-2.7,-3,18.21,-2.3,-2,14.61
pinch_1,-1.4,0,10.04,-1.4,-1,13.64,0.6,-2,45.44,2,3,634.4,-4.7,-7,596.81,-1.8,-1,13.56,-1.4,-2,14.24,-1,0,27.6
pinch_1,-1.4,-2,4.44,-1.3,0,9.81,-1.9,-4,30.49,-3,-15,1537.2,-1.1,-3,1387.49,2.1,-2,360.69,-1.6,0,9.44,-1.7,-1,3.81
pinch_1,-1.5,-2,7.65,-1.4,-1,9.64,-0.4,2,50.64,-1.7,3,568.21,-6,-18,1019.6,-4.6,-5,73.84,-1,-2,33,-0.3,0,37.81
pinch_1,-1.6,-1,2.64,-2.2,-2,9.36,-2,-2,34,1.2,-2,1231.76,0.3,-5,1096.81,-2.1,-2,51.89,-1.3,-1,6.21,-1,0,6.6
pinch_1,-0.8,-1,3.76,-0.5,0,10.25,-0.6,0,35.44,-2.1,-7,447.69,-0.7,-4,754.01,-1.2,-3,39.16,-0.4,-1,13.44,-0.9,-1,10.69
pinch_1,-1.4,-1,3.44,-1.4,0,8.64,-0.3,3,39.01,-7.5,2,821.25,-9.9,-1,1997.89,-4.6,0,120.84,-2.4,-1,12.24,-1.8,-1,6.76
pinch_1,-2.5,-3,6.85,-2.3,-2,13.01,-2.4,-2,15.84,-8.9,2,467.69,-8.3,2,566.81,-3.4,-2,56.44,-2.2,-2,16.16,-2.2,-4,9.36
pinch_1,-0.2,0,17.56,0.2,0,22.36,-0.4,1,113.64,5.2,4,1112.56,7,6,1166.8,3.7,0,132.41,0,-1,20.4,-0.6,0,12.24
pinch_1,-0.8,-1,7.16,-1.3,-1,9.01,-0.8,-1,38.76,-5.2,-7,237.16,-3.6,-4,579.24,-0.9,-1,47.69,-0.4,-1,23.84,-1.7,-2,34.81
pinch_1,-1.7,-1,2.01,-2.2,-3,8.96,-2.2,0,27.16,-4.6,-4,574.84,-0.9,8,871.89,-4.3,-4,58.21,-2.2,-1,10.56,-1.1,-1,7.29
pinch_1,-1,-1,2.8,-0.9,0,4.69,0.5,1,13.85,4.6,11,216.84,1.1,1,473.89,-0.5,-1,20.65,-1.4,-1,9.84,-1.2,-1,3.36
pinch_1,-1.9,-1,4.89,-1.5,1,19.85,-1.6,-3,46.84,-1.6,-2,637.04,-5.6,6,1445.84,-1.9,2,81.29,-1.2,0,8.76,-1.1,-1,7.89
pinch_1,-1.2,-1,3.16,-1.6,-1,5.84,-1,-3,25.2,2.3,4,143.41,4.2,7,541.56,-0.4,2,53.84,-1.3,-2,7.41,-1.1,-1,7.09
pinch_1,-1.4,-1,2.44,-1.1,0,9.69,-1.1,-1,17.89,-2.9,-9,342.89,-1.1,-4,616.49,-1.8,0,124.36,-1.4,-1,7.44,-1.7,-1,5.61
pinch_1,-1.4,-2,6.84,-2,-3,19,-2.2,-5,70.76,-3.2,-4,1438.56,-4.2,-24,2216.16,-1.8,-1,91.56,-1.5,-2,10.65,-2.1,-2,9.69
pinch_1,-1.3,-1,2.41,-1.4,-2,8.44,-2.9,0,41.89,-3.7,-2,359.01,-5.6,-4,553.64,-3.2,0,77.36,-1,0,9,-0.8,-1,5.56
pinch_1,-1.2,-1,3.76,-0.6,0,3.44,-0.5,3,38.65,-5,-10,842.2,1.1,0,427.69,-0.3,-1,17.61,-1.2,-2,3.36,-0.4,0,2.24
pinch_1,-1.3,-1,3.61,-1.3,-1,9.21,-2.7,-1,36.81,-2.1,-7,306.29,-1.4,-6,393.84,-1.6,-1,24.04,-1,-1,4.4,-1.4,-1,4.64
pinch_1,-0.9,0,3.49,-1.6,-2,4.24,-2.4,-4,27.64,2.5,6,836.05,2.4,-4,951.64,-1.8,0,31.16,-1.2,0,9.36,-0.7,-1,36.21
pinch_1,-1.4,-1,4.44,-1.2,-1,2.36,0.2,2,29.16,-1.4,-7,420.04,-8.2,-4,727.16,-1,0,30.4,-1.7,-1,3.61,-1.4,0,9.24
pinch_1,-0.9,1,4.49,-0.9,-2,13.09,-2.3,1,44.41,-1.7,7,617.01,-0.8,2,952.96,-1.6,-1,22.44,-1.6,-2,4.44,-1,-1,1.4
pinch_1,-1.5,-1,6.65,-1.3,-1,12.01,-0.6,0,48.44,0.4,2,893.24,1.2,2,1487.76,-0.9,2,36.89,-1.2,0,3.36,-1.5,-2,23.25
pinch_1,-1.3,-2,8.61,-1.2,0,7.16,-1.7,0,64.21,-5,-7,364.8,-3.4,-11,426.44,-2.1,-4,26.89,-1.1,-1,9.29,-0.8,-2,8.96
pinch_1,-1.2,-1,3.36,-1.7,-1,5.41,-2,-1,20.4,-3.2,-4,155.76,-3.9,-2,389.69,-3.8,2,210.76,-1.7,0,8.01,-1.7,-1,5.81
pinch_1,-1.3,-1,4.61,-1.9,-1,7.09,-2.4,-3,51.84,2.3,-5,1294.61,0.8,-10,1639.16,-1.3,-3,44.01,-1.3,-2,4.61,-1.8,-2,4.16
pinch_1,-0.4,0,76.64,-1,-1,5,-0.6,-2,18.24,-6.2,-3,154.56,-7.8,-5,230.36,-0.5,0,24.65,-1.4,-2,9.44,0.6,3,259.44
pinch_1,-1.4,-2,13.64,-1.2,-1,6.56,-1.4,2,41.64,0.6,6,536.64,-1.6,18,787.04,-3.9,-3,44.29,-0.9,0,6.49,0,-2,38.2
pinch_1,-0.7,0,5.21,-1.5,0,9.85,-0.4,2,51.84,-0.3,1,637.81,0.8,-7,857.36,1.1,1,77.69,-0.8,-2,20.56,-0.8,-1,25.96
