@relation 'position-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C1-L4,6'

@attribute class {rest,index,pinch_1,pinch_3,fist,spread}
@attribute A_mean numeric
@attribute A_median numeric
@attribute A_variance numeric
@attribute B_mean numeric
@attribute B_median numeric
@attribute B_variance numeric
@attribute C_mean numeric
@attribute C_median numeric
@attribute C_variance numeric
@attribute D_mean numeric
@attribute D_median numeric
@attribute D_variance numeric
@attribute E_mean numeric
@attribute E_median numeric
@attribute E_variance numeric
@attribute F_mean numeric
@attribute F_median numeric
@attribute F_variance numeric
@attribute G_mean numeric
@attribute G_median numeric
@attribute G_variance numeric
@attribute H_mean numeric
@attribute H_median numeric
@attribute H_variance numeric

@data
pinch_1,-1.8,-2,1.16,-1.5,-1,2.45,-1.7,-1,3.61,-5.1,-9,245.29,-6.3,-1,359.61,-2.4,-2,2.64,-2.2,-2,2.36,-1.4,-1,1.64
pinch_1,-0.6,0,1.04,-1.3,-1,2.01,-1.3,-1,5.61,0.5,1,195.45,-4.5,-6,185.25,-2.6,-2,10.64,-1.9,-2,1.69,-1.4,-1,0.64
pinch_1,-1.3,-1,1.41,-1.5,-2,3.85,-0.5,0,9.65,1.9,-3,533.69,-3.3,-7,1330.61,-1.6,-2,5.44,-1.1,-1,4.29,-1.8,-2,2.96
pinch_1,-1.1,-1,2.09,-1,-1,2.4,-1.8,-2,20.16,-6.1,-8,200.89,-1,0,89.6,-1.2,-1,3.56,-1.1,-2,1.89,-1.4,-1,0.44
pinch_1,-1.6,-1,2.44,-1.4,-1,4.24,-1.1,0,18.09,4.3,0,444.21,1,-5,595.6,-1.8,-3,8.76,-1.5,-1,4.85,-0.7,-1,1.81
pinch_1,-1.3,-1,29.81,-1.2,-1,1.76,-0.5,0,3.45,0.2,5,280.56,-1.3,-4,530.81,-1.6,-1,9.04,-1.7,-2,12.61,0.4,7,271.04
pinch_1,-0.7,0,3.61,-1.9,-1,10.89,-2.4,0,40.64,0,2,403,-0.9,1,347.09,-1.3,-2,47.61,-1.6,-2,22.44,-1.2,-1,2.76
pinch_1,-0.8,-1,5.56,0.3,0,9.01,0.8,0,76.56,0.1,10,748.69,3.1,10,458.49,0.2,3,61.96,-0.1,-2,18.89,-0.6,0,5.64
pinch_1,-1.8,-2,3.96,-2.1,-3,15.29,-2.8,-2,18.36,-6.8,-10,595.76,-1.8,-4,1171.76,-1.7,-2,27.41,-1.8,-2,4.16,-1.3,-1,2.01
pinch_1,-1.1,-1,8.29,-1.8,-1,14.76,-1.6,2,45.64,2.2,-1,188.36,1,3,238.4,-1.7,-1,9.81,-1.7,-1,6.81,-1.6,-1,8.64
pinch_1,-2.1,-2,4.29,-2.4,-3,20.44,-1.8,-1,18.76,-1.6,-2,170.44,-1.1,0,80.09,-1.5,-1,2.45,-1.2,-1,3.16,-0.8,-1,2.56
pinch_1,-1.9,-2,13.49,-1.6,-1,6.04,-1.6,0,25.44,-0.8,-2,497.76,-4.5,0,144.65,-1.8,-2,32.36,-1.8,-1,17.56,-1.7,-1,5.01
pinch_1,-1.2,-1,3.56,-1.2,-1,8.36,-1.9,0,21.09,-3,1,60.6,-2.2,0,47.76,-1.4,-2,2.64,-1.2,-1,2.16,-1.3,-1,1.61
pinch_1,-0.3,0,47.81,-0.9,-1,2.09,-0.8,-1,6.76,-0.3,-5,321.21,0.9,-2,371.69,-0.3,0,23.61,-0.2,0,10.36,-1.7,-2,6.21
pinch_1,-1.8,0,10.36,-1.7,-2,5.01,-1.9,-3,5.09,-3,-8,96.4,-6.3,-6,122.41,-2.2,-2,8.36,-1.6,-1,3.04,-1.7,-1,2.61
pinch_1,-1.2,-1,1.96,-1.4,-1,6.44,-1.5,-2,20.85,-2.6,-2,102.04,-1.8,5,101.36,-1.6,-1,7.44,-1.1,-1,4.89,-1.3,-1,3.21
pinch_1,-1.5,-1,1.05,-0.9,-1,1.29,-0.6,-1,3.24,-3.8,-4,133.16,-5.7,-5,256.41,-1.9,0,12.09,-0.9,-1,3.89,-1.4,-1,1.24
pinch_1,-1.6,-1,2.64,-1.4,-1,5.04,-2.1,0,20.89,-0.9,2,95.69,2.6,6,177.64,-0.9,2,30.89,-1,0,9.4,-1.7,-2,0.41
pinch_1,-1.1,0,1.89,-0.9,-1,4.49,-1.2,-1,3.36,-3.1,0,173.49,-0.5,-4,401.65,-2.4,-1,31.84,-2.1,-1,7.09,-1.9,-2,0.69
pinch_1,-0.7,0,2.41,-1.1,-1,10.69,-1,-1,29.4,-1.6,4,296.44,2.3,4,147.61,-1,-1,8.8,-0.3,-1,2.41,-0.7,0,1.81
pinch_1,-1.1,-2,1.69,-1.2,0,6.56,-0.9,1,25.49,-4.8,-2,130.36,-3.8,-3,230.76,-1.5,-3,31.25,-2,-2,3.2,-1.2,-1,1.96
pinch_1,-1.1,-1,4.29,-1.6,-1,5.24,-1.2,0,30.76,4.2,-2,1157.36,-0.9,1,720.29,-1,-1,19.8,-1.1,-1,4.89,-0.2,0,1.36
pinch_1,-1.6,-1,3.44,-1.1,-2,6.69,-1.3,-2,10.01,-4.1,-2,144.69,-2.4,-1,90.24,-0.6,0,15.04,-0.9,0,3.89,-1.5,-1,3.25
pinch_1,-1.1,-1,1.29,-0.8,-1,5.16,-0.4,-1,9.04,-0.1,-2,128.09,-2.5,2,384.45,-3.1,-2,21.09,-1.7,-2,5.01,-1.1,-1,2.09
pinch_1,-1.1,-1,2.69,-1.5,-1,5.45,-1.7,-1,10.01,-0.1,-2,141.49,-1,-6,388.4,-1.8,-1,10.56,-1.5,-1,2.45,-1.6,-2,2.44
pinch_1,-1.9,-2,0.89,-1.5,-1,2.45,-2.3,-2,16.21,-2.8,-3,49.76,-7.1,-11,254.09,-2.1,-2,14.69,-1.3,-1,4.01,-1.5,-2,2.05
pinch_1,-1,0,5.8,-1.4,-1,9.84,-0.3,2,24.61,-0.3,3,39.61,-3.9,-6,160.69,-1,-2,20.4,-0.5,-1,5.85,-1.1,-1,4.49
pinch_1,-1.3,-1,3.01,-1.6,-1,7.64,-1.6,-1,8.44,-0.1,-6,722.29,-1.5,-1,537.45,-1.5,-2,26.65,-1.3,-1,3.61,-0.9,0,2.89
pinch_1,-1.2,0,3.16,-1.5,-1,8.85,-1.7,-1,12.01,-0.8,-1,87.56,-3.8,-4,129.56,-1.5,-2,5.25,-1.7,-2,1.01,-2,-2,1
pinch_1,-0.9,0,2.89,-1,-1,6.2,-1.7,1,33.21,-0.3,2,479.81,-2,0,445.6,-1.1,0,13.89,-1.5,-2,2.05,-1.7,-1,2.01
pinch_1,-1.4,-1,1.84,-1.7,-1,3.21,-3,-2,22.6,-3.2,-5,629.56,-3.6,-1,480.64,-2.1,-3,11.69,-1.8,-2,2.16,-1.5,-1,1.45
pinch_1,-1,-1,2.2,-1.6,-2,4.24,-1.7,-2,9.21,-3.2,-10,202.76,-0.3,0,829.81,-1.4,-1,24.24,-1.9,-1,4.69,-1.3,-1,2.61
pinch_1,-1.8,-2,8.56,-1.5,-1,29.05,-1.6,0,48.64,-0.8,-1,58.56,0.9,6,218.49,-1.3,-1,15.21,-1.4,-1,5.84,-1.2,-1,2.76
pinch_1,-1.7,-1,3.21,-1.3,0,5.81,-0.9,-1,17.69,-0.3,2,54.61,-1.7,-3,220.81,-1.8,-1,5.36,-1.6,-1,1.24,-1.4,-1,2.44
pinch_1,-0.9,-2,7.29,-0.6,-1,16.24,-0.5,-1,41.85,-3,-2,589.4,1.1,-2,217.89,0,0,40.6,-1,-1,6.4,-0.9,-1,3.89
pinch_1,-0.7,-1,3.41,-1.2,-1,3.96,-1.2,0,9.16,-0.9,-4,178.69,-2.2,0,170.36,-1.3,-1,6.61,-1.4,-1,1.24,-0.9,-1,1.09
pinch_1,-1.3,-2,2.21,-0.9,-1,2.89,-1.5,-1,19.45,0.1,0,227.09,7.4,5,661.64,-0.8,0,20.76,-1.1,0,3.09,-1.1,-1,2.09
pinch_1,-0.6,-1,3.04,-0.6,-1,12.24,-0.2,0,12.56,0.4,-1,613.04,-5.4,-5,774.84,-1.7,-2,13.21,-1,0,2.4,-1.3,-1,2.21
pinch_1,-1.2,-1,5.56,-1.7,-2,17.21,-1.2,1,13.36,-1.6,1,363.44,-1.4,-6,572.44,-1.3,0,17.21,-1.2,-1,5.16,-0.8,0,2.36
pinch_1,-2,-2,0.4,-1.9,-2,5.89,-2.6,-3,15.24,-1.2,-7,578.16,-1.4,6,417.84,-2.5,-2,12.05,-1.5,-1,4.65,-1.6,-1,1.24
pinch_1,-1.8,-1,0.76,-1.3,-1,2.41,-1.3,0,7.21,-2.4,-4,102.84,-0.3,1,82.61,-2.4,-2,8.24,-2.5,-2,2.25,-1.4,-2,2.04
pinch_1,-0.8,0,6.36,-0.9,-1,10.49,-0.1,-1,14.89,5.9,1,188.89,4.4,-3,502.24,-1.1,1,17.49,-0.5,0,2.45,-0.8,0,1.36
pinch_1,-1,-1,3,-1.6,-1,2.24,-1.5,-1,3.05,-3.1,-7,117.89,0.7,0,217.61,-0.8,-1,10.96,-1.1,-1,1.69,-1.1,-1,2.09
pinch_1,-0.8,0,3.36,-1.5,-1,5.65,-2.3,-2,47.41,-1.4,-1,1383.24,-5.8,-3,375.96,-1.4,-1,10.44,-0.8,-1,1.56,-0.8,-1,1.56
pinch_1,-1.5,-1,1.25,-1.2,0,4.36,-2.4,-2,4.84,-4.9,-4,210.89,-0.9,0,277.69,-1.3,-1,4.01,-1.5,-1,1.85,-2.3,-2,1.61
pinch_1,-1.2,-1,1.36,-1.8,-1,4.96,-0.3,-1,33.41,-0.9,2,336.29,-3.4,-14,764.04,1,2,50.6,-0.8,0,3.76,-0.9,-1,2.09
pinch_1,-1.1,-1,1.09,-1.5,-1,2.65,-0.9,0,20.29,-0.9,-1,247.29,0.5,-2,43.85,-0.8,-1,17.56,-1.4,0,4.64,-1.3,-1,3.41
pinch_1,-1.5,-2,0.85,-1.5,-1,0.85,-1.8,-2,14.96,-2,-7,252.2,-2,0,142.2,-1.6,-1,11.84,-1.4,-1,2.64,-1.5,-2,1.45
pinch_1,-1.2,-1,1.96,-1.7,-2,3.21,-2.5,-3,9.05,-5.5,-6,102.65,-3.5,0,229.25,-1.9,-1,5.29,-1.3,-1,2.41,-1.9,-2,0.29
pinch_1,-1.5,-1,4.85,-2.3,-2,4.41,-1.1,-1,17.09,-2.7,-5,162.61,-5.9,-1,206.89,-1.8,-2,4.96,-1.3,-1,2.21,-1.2,0,4.96
pinch_1,-1.1,-1,3.29,-1.2,-1,5.96,-1.6,-1,15.44,-1.6,0,66.64,-3.1,0,230.09,-1.3,-1,8.61,-0.7,0,2.61,-0.8,-1,0.76
pinch_1,-1.2,-1,1.56,-1,0,3.4,-0.8,0,4.76,-1.5,-4,87.65,-1,-1,441.8,-1.6,-2,14.64,-1.4,-1,2.44,-1.6,-2,2.64
pinch_1,-0.8,0,13.56,-0.9,0,16.89,0.7,1,45.81,0.9,4,205.69,2.3,4,233.01,0.4,-1,40.44,-0.8,-2,5.56,-1.1,-1,1.89
pinch_1,-1.1,-1,2.09,-1.5,-1,3.85,-2.6,-2,31.84,-3.9,-5,278.49,-7.3,-12,1068.41,-2.7,-6,64.41,-1,-1,5.6,-0.7,-1,1.61
pinch_1,-1.3,-1,1.21,-1.5,-1,2.45,-1.2,1,27.96,0.6,7,122.84,0.7,-3,193.81,-1.3,-1,13.81,-1.1,-1,1.29,-1.3,-1,0.81
pinch_1,-1.5,-2,3.25,-1.4,-2,10.44,-0.2,-2,35.76,-1,9,442.8,-1.7,-7,339.41,-1.3,-2,19.01,-1.4,-1,5.64,-1.3,-2,6.41
pinch_1,-1.6,-2,2.04,-1.5,-2,2.25,-1.5,-3,11.05,0.7,1,66.21,2.5,2,97.85,-0.7,-2,16.01,-1,0,3.8,-0.9,-1,3.29
spread,-1.3,-1,39.01,-1.3,0,56.01,-2.7,-6,339.41,3.6,-4,4578.44,-5.6,4,2272.24,0,6,357.8,0.3,6,297.21,1,3,83.2
spread,-1.2,-1,15.16,-1.1,-1,11.09,0.1,2,90.89,2.9,0,1989.29,-4.4,-13,1520.24,5.1,6,465.49,-4.7,-9,347.61,-1.5,-1,92.45
spread,-1.6,-2,82.04,-2.2,-2,7.76,-3.1,-2,44.09,-4.4,2,1081.84,-1.5,2,1430.65,-12.3,1,773.41,-6.1,-8,411.89,-2,-2,16.2
spread,-1.3,-1,17.61,-1.1,0,17.49,0.3,-2,103.21,10.5,11,3565.45,-8.3,-9,830.01,-4.4,1,464.44,-2.4,1,288.44,-2.4,-3,21.24
spread,-1.1,0,9.69,-1.8,-2,16.76,-0.5,0,82.65,-6.8,-5,1241.56,-3,4,408,5.8,-3,407.96,2.3,4,234.41,-2.3,-1,35.61
spread,-2.1,-1,6.09,-2.3,-2,15.61,-2.5,-3,138.65,-16.1,-23,3130.09,-1,2,849.2,-7.5,-3,1075.45,3.9,2,266.49,-1.5,0,19.85
spread,-0.4,0,16.84,-0.7,-1,37.21,-1.1,0,88.49,-4.3,10,778.41,-3.7,-4,163.81,6.2,11,229.16,-0.3,5,256.21,-0.7,-2,68.81
spread,-1.2,0,10.76,-1.5,-1,12.05,0.4,-1,45.04,-2.5,4,844.25,5.5,6,910.85,8.5,12,794.25,-5.8,6,466.76,0.2,-1,53.16
spread,-1.5,0,4.45,-1.7,-1,18.81,-0.8,7,126.16,-5.4,-18,2309.64,-4.9,6,1991.49,-3.7,-13,515.41,0,3,95.4,-2.3,0,32.01
spread,-1.2,-1,16.36,-1.2,-2,31.96,0.6,2,114.44,16.7,3,2075.01,5.9,10,2092.49,2.1,-8,1664.89,1.4,-2,373.64,-0.2,1,40.56
spread,-1.8,-1,10.56,-2.8,-1,18.76,-5.1,-3,96.29,-4.9,-15,2629.29,-1.7,0,613.81,-4.8,-6,680.36,-3.9,-7,302.09,-2.2,-2,22.76
spread,-1,-1,12.2,-0.7,-1,26.61,0.2,2,83.76,-4.4,3,2738.84,4.8,7,1560.36,1.5,-8,621.85,1.9,14,543.29,0.1,1,24.09
spread,-1.1,-1,3.09,-0.8,-1,8.76,1.2,2,27.36,6.5,11,1469.45,-1.4,-9,622.84,-12.4,-3,441.24,-1.9,11,593.29,-0.7,0,28.01
spread,-0.2,-1,14.56,-0.6,0,27.64,-0.7,2,89.01,-7.8,2,965.16,-2.6,1,867.44,-0.5,5,362.85,2.1,-6,332.09,-1.8,-1,12.76
spread,-1.7,-1,16.01,-2,-3,23.2,-1.9,-4,52.89,2,8,1734.6,2.6,13,628.04,1,0,729.6,-3.2,-2,720.56,-1.1,0,14.49
spread,-1.4,-1,7.84,-1.1,-1,14.89,-1.1,-1,95.29,-1.6,-9,2816.44,4.7,17,642.61,0.2,0,269.36,3.5,3,320.05,-0.4,-1,24.24
spread,-2,-2,9.6,-0.7,-1,8.21,-0.5,3,40.85,4.9,4,1394.69,6.8,-2,1602.76,1,3,397.8,-1,1,251.2,-0.8,-1,13.16
spread,-1.4,-1,6.44,-1.6,-2,12.84,-2.8,-2,33.96,-8.6,2,1171.04,1.6,1,149.04,-0.8,-1,264.56,-4.1,-9,216.09,-0.5,-1,75.45
spread,-0.6,0,5.84,-0.9,0,9.29,-1,1,64.8,-4.2,4,926.16,-2.8,-3,738.56,-3.1,1,165.09,0.7,1,140.81,-2.4,-2,24.44
spread,-0.6,0,21.24,-0.4,1,48.64,-0.4,-1,306.04,-4.6,6,3057.44,2.5,-7,1664.85,0,5,295.4,-3.4,-2,58.24,-0.5,0,8.45
spread,-1.5,-3,6.45,-1,-2,22.6,-0.6,-1,83.44,-3,-7,2015.4,2.2,5,1426.36,-5,-1,94.4,0.4,4,85.24,-1.2,-1,4.16
spread,-0.8,0,11.16,-1.7,-3,38.81,-0.4,-1,160.84,-5.6,29,3084.24,-8.1,-8,1773.09,0.4,-5,593.44,0,2,210.4,-0.8,-1,18.36
spread,-0.9,0,14.49,-0.6,-1,24.64,-0.5,0,74.65,-6.8,0,335.76,-2.1,-6,1262.69,4.8,2,551.36,-2.6,3,104.84,-0.6,0,50.84
spread,-1.5,-2,3.65,-2.6,-2,3.04,-2.6,-1,24.04,-0.6,1,102.44,-2.3,-6,151.01,0.8,0,345.36,-0.5,0,47.85,-0.9,0,6.29
spread,-0.6,0,19.44,-0.2,-1,33.56,0.4,2,79.44,-1,-2,2310.6,6.8,-9,1541.76,-3.6,1,236.84,-2.5,0,139.85,-1.6,-2,19.44
spread,-0.8,-1,4.96,-1.3,-2,11.01,0,0,42.8,6.9,18,1792.09,7.4,19,1780.64,1.4,2,330.04,-0.9,-4,197.69,-1,-2,10
spread,-1.7,-2,11.41,-1.3,-1,27.61,-2.7,-2,82.41,-11.7,4,932.41,-6.7,2,1139.41,-8.8,-4,228.36,-1.1,-2,51.09,-2.4,-2,18.64
spread,-1.4,0,9.04,-1.1,0,12.29,-0.1,2,39.69,-3.5,-6,630.05,3,8,201.6,0.4,0,57.04,-0.2,-1,357.16,-1.8,-2,12.76
spread,-0.7,0,3.61,-1,-2,14,-0.2,-2,59.96,0.6,7,1518.04,-1.4,-4,1227.44,2.4,3,273.44,1.9,1,332.89,0.2,1,7.36
spread,-1.3,0,5.21,-1.5,0,10.65,-1.7,-2,42.41,6.5,4,876.05,3.9,19,2012.89,-2.5,0,252.45,-4,-2,97.2,-0.9,-1,5.69
spread,-0.4,1,15.64,-1.3,-1,25.81,-2.6,-2,58.44,-5.7,8,1245.01,-5.4,1,567.64,0.2,1,86.36,-1.6,-1,35.84,-1.3,0,17.01
spread,-0.8,0,5.96,-0.8,-1,10.96,0.8,-1,59.96,0.1,3,2916.09,0.6,1,1702.24,-1.8,-4,116.16,-3.2,-3,107.56,-1.5,-2,7.05
spread,-1.6,-1,10.24,-1.1,-1,23.89,-2.4,0,93.24,-8.8,-12,905.36,-12.3,0,390.61,-6.9,-3,179.49,0.3,0,188.21,-1.9,-1,11.89
spread,-1.6,-1,6.84,-1,-1,13,-1.4,2,50.84,0.3,4,449.61,4.2,3,188.36,0.8,0,78.76,1.2,-4,265.76,-1.8,-2,4.16
spread,-1.1,-1,3.89,-0.8,1,13.36,-0.7,-1,49.01,-1.6,10,1189.84,3.7,2,744.01,2.6,1,54.64,-2.8,-1,94.76,-0.6,-1,4.24
spread,0.3,1,3.01,0.4,3,15.44,1,2,71,0.8,-15,1381.76,0.8,8,1266.36,7,14,289.6,-4.1,0,219.69,-1.4,-1,17.84
spread,-2,-3,8.2,-2.6,-3,9.64,-2.8,-1,33.76,-0.1,-11,1354.49,-3,5,726,-5,-5,73.2,-1.2,1,146.76,-1.4,-3,12.64
spread,-1.9,-1,4.09,-1.8,-2,4.76,-2,-3,34.8,-1.9,2,835.89,-5.2,-16,1218.56,-3.1,-3,147.49,-1.8,0,100.36,-0.7,-1,21.61
spread,-2.1,-2,4.69,-1.6,-1,4.04,-1.1,0,33.09,-3.7,2,1603.21,-10.3,19,1512.01,-7,-4,161.8,-4.2,-4,218.76,-2.6,-4,16.84
spread,-1.5,-2,4.85,-1.2,-1,6.76,-1.6,-4,41.64,-6.2,3,967.36,-3,16,1777.2,-3.3,2,161.41,-0.3,3,108.01,-0.6,0,7.24
spread,-1.3,-1,11.61,-1.7,-1,3.81,-1.8,-1,28.96,-2.8,-10,866.96,-2.6,6,495.64,0.4,1,6.84,0,-4,64.4,-2.1,-1,4.49
spread,-1.9,-2,5.09,-2.2,-2,3.96,-1.8,-1,19.96,-3.6,-1,619.04,1,-1,261.4,5.1,7,82.29,-0.7,1,191.61,-1,-1,14.4
spread,-1.3,-1,2.61,-1.8,-2,5.96,-2,-1,54,1.3,-1,743.41,-9.3,-4,327.41,-4.2,-2,95.56,-3.3,-3,47.01,-2.2,-2,10.76
spread,-0.9,-1,5.69,-0.8,-2,9.36,-0.2,-1,55.96,3.5,0,1562.25,-2.2,7,906.76,-1.3,-2,758.81,-0.3,0,70.21,-0.1,0,6.49
spread,-1.8,-1,2.56,-2,-1,10.4,-2.4,-1,47.64,-2,1,681,-8.9,-4,472.29,-8,-5,253.8,-2.2,-1,111.16,-2,-2,13.6
spread,-0.8,-1,7.76,-1.4,-1,16.64,-1.1,-1,52.69,8.5,13,1752.05,-0.5,-2,1000.65,-0.5,3,144.65,-2.2,4,440.16,-0.9,0,5.69
spread,-0.9,-1,1.89,-1.7,-2,7.21,-2.2,0,21.76,-7.6,-3,531.24,-1.7,0,768.41,1.8,2,94.36,-1.6,-1,76.64,-1.6,-2,5.24
spread,-0.8,-1,7.36,-0.1,-1,14.69,1.4,3,42.24,13.1,39,3848.29,9.4,16,1088.64,0.5,-1,145.85,-3.6,3,276.04,-2.1,-3,15.29
spread,-1.4,-1,7.64,-1.7,-1,4.81,-1.2,-1,18.36,-6.1,-9,850.49,-5.4,1,330.44,0.3,0,68.81,-1.7,-2,96.01,-1.3,-1,14.41
spread,-1.3,-2,5.61,-1.3,-2,6.81,-1.1,0,18.49,-2.4,3,624.24,-3.9,0,521.69,4.1,0,211.69,0.1,1,42.09,-1.1,-1,3.89
spread,-0.9,-1,4.89,-0.9,-2,4.69,-1.6,-3,20.44,9.6,25,1267.64,7,14,809.4,-1.2,-1,91.56,2.2,-2,406.36,-0.4,-1,8.64
spread,-1,0,61.4,-1.9,-4,121.09,-3.2,-6,444.16,-27.9,-21,1451.29,-0.9,-3,2537.69,-2.2,-1,128.96,-21.2,-15,1625.16,-2.1,0,382.89
spread,-1.1,-2,25.89,-1,0,42,0.2,2,161.16,-3.5,-4,2146.65,-3.1,1,3201.69,2,1,363.4,9.2,20,525.96,-5,-1,193
spread,-0.7,0,11.61,-0.2,1,26.76,-0.8,1,35.56,7,15,1943.2,5.6,6,1593.84,-1.7,-2,104.61,1.1,4,273.29,-1.5,0,32.85
spread,-1.1,-1,10.49,-1.4,-2,27.84,-2.1,0,48.89,-14.2,-5,1353.36,-3.6,-4,728.04,-0.5,3,117.25,1.8,6,679.56,0.4,0,70.64
spread,-1.5,0,7.45,-1.4,0,4.84,-0.2,-1,35.96,0.1,0,1907.89,-2,-7,1952,0,-3,130.2,4.6,6,321.24,-1,-2,47
spread,-0.4,0,13.04,-0.1,1,28.29,2.3,5,96.61,10.7,16,1061.61,5.9,5,474.49,0.8,5,94.76,1.4,-6,867.84,-0.4,0,49.44
spread,-2.1,-1,25.49,-1.7,-1,25.61,-3.1,0,166.69,-1.4,19,1317.44,-1.3,-2,723.21,-0.7,-5,76.41,-2.3,0,297.21,-1.8,0,54.76
spread,-0.3,1,6.21,-1.4,2,35.04,-1.3,2,69.01,-11.6,-22,2102.44,-5.5,-9,1126.45,-1.4,-2,67.44,4.5,1,143.25,-0.1,2,23.29
spread,-1.8,-2,8.36,-1.2,-3,14.36,-1.4,1,50.24,-0.8,-7,1863.96,-0.2,7,512.96,-4.3,-4,47.81,-1.1,-3,287.89,-1.8,-1,8.16
spread,-1.4,-1,5.24,-1.7,-1,8.61,-1.5,0,24.45,3.2,4,1404.96,0.7,7,521.81,-2.2,-3,87.56,-5.2,-9,162.76,-2.3,-3,38.21
spread,-2,-1,7,-1.5,-1,11.65,-0.4,0,33.44,-2.8,12,1176.76,1.6,1,320.64,-1.9,-6,84.89,2.1,1,191.49,-0.8,0,57.36
spread,-1.9,-2,6.49,-1.8,-2,10.56,-1.9,-1,41.49,3.1,1,1621.29,3.1,18,1330.89,0.9,3,165.29,3.2,11,789.96,-1.2,0,37.76
spread,-1.6,-1,8.04,-2.2,-3,6.76,-2,-4,30.2,3.6,-13,1612.24,1.1,10,2008.09,-3,-4,80.6,-1.1,-1,1137.69,-1.9,-1,24.29
spread,0,0,31,-0.9,-2,7.29,-1.5,0,14.25,1.9,10,776.29,-3.5,1,623.45,-2.4,-2,17.84,-2.6,7,1115.84,-0.9,1,30.09
spread,-1.4,-1,20.44,-1.1,0,14.69,-0.7,-3,60.41,2,-12,1358.2,1.9,-16,1984.89,1,0,335.4,-0.9,3,441.69,-0.3,0,27.61
spread,-1.6,-1,5.04,-1.5,-1,3.65,-2.9,0,36.89,-11.7,-23,1851.61,-5.8,-11,992.96,-2.9,-3,87.29,0.4,5,190.24,-0.8,0,33.36
spread,-1.8,-1,2.76,-2.2,-1,6.96,-2.9,-3,24.49,-2.7,7,574.81,-1.9,3,851.49,-2.8,-3,121.16,-1.7,3,287.01,-2.9,-3,33.89
spread,-1,-1,6,-1,-1,12.4,-1.1,0,60.49,-6.6,-1,1761.04,-0.5,3,2806.85,1.9,-1,175.69,-2.8,1,399.76,-2.3,-3,25.41
spread,-1.5,-1,16.25,-0.8,0,4.56,-0.3,1,25.01,-1.9,-14,1678.89,3.1,-11,2582.89,0.2,0,86.96,1.8,3,79.56,-0.6,1,11.64
spread,0.2,0,7.36,-0.9,-2,8.09,-1.2,-3,33.16,-1.8,-1,814.56,-0.5,8,138.05,-1.4,-2,4.24,-0.6,4,979.24,-0.7,-1,24.41
spread,-2.1,-3,9.69,-1.9,-3,7.69,-1.1,2,44.69,-4.9,-13,952.09,-5.8,-6,2074.36,-3.2,-1,128.76,-0.4,6,285.24,-1.6,2,48.24
spread,-0.7,-1,1.41,-0.6,1,4.24,-0.1,1,31.89,3.3,8,2231.81,2.9,0,2489.89,1.1,0,84.09,-0.6,4,179.64,-0.5,1,63.25
spread,-1,-2,8.8,-0.9,-1,17.89,-1.4,-3,88.84,-5.8,-11,1103.76,-5.4,-11,1117.04,-1.9,0,119.69,0.9,3,181.29,-1.3,-1,38.81
spread,-1,-1,6.8,-1.4,-1,12.24,-1.1,-2,40.89,0.5,0,540.05,-1.2,0,208.36,-1.1,-3,109.89,2.8,3,282.36,-0.7,1,26.21
spread,-1.9,0,61.09,-1.9,-1,11.49,-2.3,-3,19.41,-2,7,320,2.1,13,219.09,0.1,1,19.09,-1.4,1,47.04,-0.6,-1,19.44
spread,0.2,0,3.96,-1.1,-1,11.29,-0.3,-1,39.61,-4.7,-13,643.01,4.7,-1,1207.21,1.8,5,61.36,-1.3,7,196.41,-0.6,1,14.44
spread,-0.4,0,94.24,-1.6,-2,15.24,-1.7,-1,38.21,0.6,-4,1533.64,-1.2,-5,441.16,-1,-1,50.8,-2.9,-1,46.69,-2,-1,6.6
spread,-2.3,-3,7.61,-2,-3,6.4,-1.1,-1,46.69,1.9,-9,1424.29,-3.9,-5,1240.69,-3.7,-3,25.41,-2.2,2,87.96,-2.1,-2,15.49
spread,-1.8,-3,5.76,-2.2,-2,3.36,-2.6,-2,18.44,-5.5,-4,478.85,-7.1,7,460.69,-2.7,-3,63.81,-1.3,0,63.01,-2,-3,26.8
spread,-1.8,-1,45.16,-1.3,-1,6.01,-1.7,-1,15.81,-1.5,4,1095.85,-3.7,0,796.61,-2,-2,38.8,-1.8,-6,111.76,-2,-1,6
spread,0.9,0,50.89,-0.8,-1,19.16,-0.9,-2,28.69,-4.9,1,450.89,-0.7,4,362.41,-1.8,-3,71.36,-3.7,-4,45.21,-1.3,-1,5.01
spread,-1,0,276.4,-0.9,0,12.49,-0.7,-1,25.61,4.1,-2,1535.49,1.8,12,1482.16,-2.1,-3,35.69,-2.6,0,59.04,-1.2,0,14.16
spread,-1.4,-2,28.44,-1.7,-2,8.61,-1.2,0,31.56,-4.9,7,862.29,-9,-7,768,-2.3,-5,72.41,0,0,223,-1.8,-2,11.16
spread,-0.6,1,81.44,-0.9,-1,8.89,-0.7,-1,25.41,-3.8,-3,302.36,-3.6,6,570.64,-1.2,0,43.96,-1.4,1,29.24,-1.3,-2,5.81
spread,-1.2,-1,16.96,-1.6,-3,12.84,-1.9,-5,48.89,-0.2,-12,1911.96,-4.8,-1,348.56,-1.3,-2,94.81,-0.5,-1,115.85,-1.1,-1,2.89
