@relation position

@attribute class {rest, index, pinch_1, fist, spread}
@attribute A_mean Integer
@attribute A_median Integer
@attribute A_variance Integer
@attribute B_mean Integer
@attribute B_median Integer
@attribute B_variance Integer
@attribute C_mean Integer
@attribute C_median Integer
@attribute C_variance Integer
@attribute D_mean Integer
@attribute D_median Integer
@attribute D_variance Integer
@attribute E_mean Integer
@attribute E_median Integer
@attribute E_variance Integer
@attribute F_mean Integer
@attribute F_median Integer
@attribute F_variance Integer
@attribute G_mean Integer
@attribute G_median Integer
@attribute G_variance Integer
@attribute H_mean Integer
@attribute H_median Integer
@attribute H_variance Integer

@data

fist -1 3 330 -2 -1 27 -1 -1 34 10 10 913 5 11 457 -1 5 2182 -13 -27 3164 -1 -3 2891 
fist 3 10 255 0 0 21 -1 0 38 -5 3 1268 0 1 417 -5 14 581 1 14 1616 8 20 1700 
fist -2 4 99 -3 -2 23 -3 1 26 -3 -2 432 -8 0 385 -31 -31 1894 5 16 3086 1 5 1502 
fist -2 -2 75 -2 -1 0 -3 -3 19 -4 -1 157 -2 -3 412 14 28 2446 -1 12 1756 -4 3 1635 
fist -4 -5 58 -2 0 6 -1 3 47 -3 8 481 -1 -3 724 2 5 1945 -2 35 2658 -4 9 720 
fist -5 1 66 -2 0 23 -2 1 45 -5 0 282 -4 3 98 -19 -4 2093 -12 -29 1691 -11 6 773 
fist -2 -4 352 -2 2 12 0 -1 27 -1 -5 259 -1 0 92 14 18 1405 -5 23 2405 -2 3 2277 
fist -3 -1 180 -2 0 17 -4 -3 16 -5 1 658 -3 -5 159 -5 -13 2120 -11 -5 1458 -1 10 1576 
fist -2 3 293 -3 -3 38 -3 -2 33 -3 2 249 0 4 416 -8 -12 2312 -2 -3 1856 -4 1 994 
fist -2 7 139 -1 -1 9 -1 -1 21 -2 -3 160 -5 -3 128 -3 6 1477 -12 -12 2512 0 11 1641 
fist -4 5 152 -2 -3 17 -2 -2 42 -7 -7 383 -5 -4 104 1 3 1180 11 22 1062 -7 4 1188 
