@relation position

% All real positions are relative to torso position.
@attribute class {rest, index, pinch_1, fist, spread}
@attribute A real
@attribute B real
@attribute C real
@attribute D real
@attribute E real
@attribute F real
@attribute G real
@attribute H real

@data
rest -2  1   5   3   1   -2  -2  -1  
rest -3  -5  -33 -12 -6  -3  -3  -3  
rest -2  -7  -54 -13 0   0   -2  1   
rest -1  0   11  13  1   0   -1  0   
rest -2  -3  13  8   -1  -3  -1  -2  
rest -3  -5  -26 -29 -16 -1  -2  4   
rest -2  -7  0   14  2   1   -1  -2  
rest -1  1   5   1   2   -1  -2  1   
rest 2   -1  -1  -6  -1  -1  -2  -2  
rest -1  -1  19  29  1   0   -2  -1  
rest 2   1   12  3   -1  -2  -1  -4  
rest -2  -3  -8  6   -2  -1  -2  -3  
rest -2  2   19  -5  -2  -2  0   -1  
rest -1  -5  -24 -26 -5  -2  -4  1   
rest -1  -2  9   -3  1   0   -1  2   
rest -1  -1  11  17  1   -2  -1  -1  
rest 0   0   -12 1   -1  0   0   3   
rest -2  -1  5   -3  -2  0   1   -2  
rest -1  0   2   -3  -1  -1  0   1   
rest 0   -1  7   11  1   -1  -1  -2  
rest -3  -2  0   -1  2   1   -2  1   
rest 1   -1  -7  -7  -1  0   -1  0   
rest -2  -3  -8  -7  -2  0   -2  -1  
rest -2  -5  -30 2   0   -1  0   -1  
rest 1   3   5   2   -4  -1  -1  -1  
rest 3   1   -6  2   3   3   1   -1  
rest -2  -2  24  2   -2  -2  -2  0   
rest 0   -1  -21 3   2   0   -2  -2  
rest -11 -8  -19 19  -6  -6  -3  1   
rest -1  -1  -4  -6  -3  -2  -3  0   
rest -3  0   7   10  1   -1  -2  -3  
rest -1  -5  13  14  -5  -4  -2  -3  
rest -2  -5  -27 -15 -6  -2  -2  -2  
rest 1   -1  -3  -26 -2  1   1   0   
rest -1  2   8   8   1   -4  -3  -2  
rest -4  -2  -7  0   -8  -3  -4  0   
rest -3  -4  9   1   -4  -2  -1  -1  
rest 0   -1  -10 -24 -7  -2  -1  -1  
rest -2  0   25  20  -1  -4  -2  -2  
rest -2  -12 -30 -10 -4  -1  -4  -3  
rest -1  4   1   -2  1   -2  -2  -2  
rest -3  1   3   22  7   -2  -3  -2  
rest -1  -1  -8  0   0   -3  -2  -3  
rest -4  -3  36  9   -3  -1  -2  0   
rest 2   0   7   1   1   -1  0   -1  
rest -1  -3  0   -5  4   1   -1  0   
rest 1   -1  4   -7  -6  -2  -1  -1  
rest 0   -2  0   2   -5  -4  -4  -2  
rest -3  -2  6   3   1   -3  -1  0   
rest -1  -12 -49 0   0   -2  -1  -2  
rest 0   0   14  -4  -5  -3  -3  -1  
rest -4  -2  5   7   -3  0   0   -1  
rest 2   9   7   -1  1   -2  0   -2  
rest -1  -2  5   -2  -3  -3  -2  -2  
rest -2  -2  -6  1   -2  -1  -2  -2  
rest -2  -4  -5  -7  -3  0   -1  0   
rest 1   -4  0   4   4   -1  0   -2  
rest 0   3   -14 -8  2   2   0   -1  
rest -1  1   -7  1   5   1   -1  -1  
rest -1  -2  -20 -8  1   1   0   0   
rest -2  -5  -18 -2  5   0   -1  -2  
rest -1  0   -1  0   -3  -1  -2  -2  
rest -2  -4  -25 -14 -6  -3  -1  -2  
rest -2  0   30  5   0   -1  -3  -1  
rest -2  -4  -18 -7  -3  -1  -1  -2  
rest -2  0   -27 -15 -2  0   -3  0   
rest -4  -2  11  6   -5  -5  -2  -2  
rest -3  -2  -3  0   -6  -3  -2  -3  
rest -1  3   -6  1   3   0   -1  0   
rest 1   4   11  -2  -5  -2  -1  -1  
rest -3  -2  -3  -3  -1  -1  0   -1  
rest -2  -3  -3  13  -2  0   -2  -2  
rest -1  0   -3  0   -3  0   -1  0   
rest 2   5   2   -2  1   -1  -1  -1  
rest 0   -2  0   -7  2   2   0   -2  
rest -2  -5  -11 -4  -7  -2  0   0   
rest 1   2   17  10  2   0   -1  0   
rest -2  3   25  10  0   -4  -2  -2  
rest 1   0   11  15  -3  -2  0   -1  
rest -2  -5  -6  -5  0   -3  -1  -1  
rest -2  -3  -4  1   -9  -4  -2  -4  
rest -2  -1  5   -2  -1  1   0   0   
rest -1  1   -8  -9  -1  -1  -1  0   
rest -2  -2  16  15  1   1   -1  -3  
rest -1  -4  -13 1   -1  -3  -1  -2  
rest -4  -5  -17 -1  -1  -1  -2  -3  
rest 0   -1  19  4   -4  -3  -2  -2  
rest -3  -2  -2  0   -7  -3  -3  -3  
rest -3  -5  -11 -4  -2  -4  -4  -3  
rest 0   5   12  -5  0   1   -1  0   
rest 0   0   -2  -7  12  3   -1  -1  
rest -1  -1  -1  -1  -7  -1  -3  -1  
rest -2  -1  7   -2  0   -2  -2  -1  
rest -3  -6  -8  1   1   0   0   -2  
rest -4  -2  9   6   -2  -4  -2  -3  
rest -4  -8  -40 -15 -5  -1  -1  0   
rest -2  -1  19  16  -1  -1  -2  -3  
rest -2  -3  -1  8   8   -1  -2  1   
rest -1  -3  -36 -19 2   1   0   0   
rest -1  -1  -7  3   1   -1  -1  -3  
rest -2  -2  -7  -12 1   -1  -1  -2  
index 2   -1  -10 -78 -9  -1  -3  1   
index 4   2   -4  -8  -1  -1  -1  -1  
index -1  16  5   -1  0   0   -1  -1  
index 1   1   31  96  9   2   -1  1   
index 3   2   7   -3  2   1   0   -3  
index -3  3   -3  -24 4   1   -1  0   
index -3  0   32  27  5   1   -3  -3  
index -1  12  10  114 14  1   0   -2  
index -3  2   -9  -15 -1  -1  -1  -1  
index -2  -6  2   -81 -11 -4  -1  0   
index -3  0   25  91  9   -1  -1  -2  
index -5  1   -3  0   0   -1  -2  -1  
index 2   -8  3   -3  -1  -1  -1  -3  
index -1  -1  3   -13 -5  -3  -1  0   
index -2  -2  8   -18 -2  -3  -1  -1  
index 2   -5  -10 -70 -15 -2  -3  0   
index -4  2   0   32  4   -1  -1  -3  
index -6  -10 -3  -11 -2  -3  -2  0   
index 1   6   -8  -34 -7  -3  -1  0   
index 0   6   4   -54 -3  0   -1  5   
index 1   -7  1   15  -1  -1  -1  -3  
index 0   1   8   58  5   -2  -2  -1  
index 3   14  -25 -61 -15 -5  -2  -4  
index -4  -2  11  23  3   -2  -2  -5  
index -9  3   -12 62  4   -2  0   -3  
index -2  4   17  -20 -2  -1  0   -2  
index -2  -7  -9  14  -1  -2  -3  -1  
index -4  -9  -3  -5  -4  -4  -2  -5  
index 1   27  15  -11 -11 -2  -2  0   
index -4  0   6   -6  1   0   -2  0   
index -2  -2  -9  -29 -3  0   -2  -2  
index -4  0   5   90  8   -2  -1  -2  
index -5  -10 -10 -14 -1  -2  -1  -2  
index 0   4   -8  -15 0   -1  -2  -1  
index -5  -1  -2  -2  12  3   1   0   
index -3  -8  -2  -13 -3  -1  0   -3  
index 1   3   0   -4  0   -1  -1  -2  
index 3   -10 5   6   -3  -3  -1  -2  
index 3   4   -2  -9  -9  -2  -1  -3  
index -2  -8  -2  -14 -6  -3  -2  -2  
index 0   2   12  22  -1  -1  0   -1  
index 0   1   -3  8   -3  -3  0   0   
index 1   12  5   -13 0   0   0   -2  
index 0   -3  9   78  5   0   0   0   
index 2   6   -7  -29 -3  -3  -1  -1  
index 1   7   -3  -74 -7  -2  -2  -3  
index -3  10  -3  -64 -16 -5  -1  -1  
index -1  2   3   3   2   1   -2  0   
index -4  -4  -5  -18 -2  -2  0   -2  
index -1  1   -5  -34 -14 -2  -3  -1  
index -1  -1  -11 40  -2  -4  -3  0   
index -2  -13 -2  6   6   0   -2  -2  
index 1   2   -3  -78 -4  -3  -1  -2  
index -5  -14 0   -14 0   0   0   -1  
index -6  4   15  7   -1  -3  -2  -3  
index -2  3   -8  17  9   0   1   -2  
index 1   5   -7  37  0   -2  0   -1  
index 0   16  8   19  2   0   -1  -3  
index -3  3   3   -18 -10 -3  -1  -1  
index -3  -4  -9  5   3   1   0   -1  
index 0   9   0   -11 -2  -1  -1  -2  
index -1  13  7   -11 -1  1   -1  -2  
index 0   -15 -4  12  -3  -2  -2  -2  
index -2  -3  1   2   0   0   0   -2  
index -2  1   -12 12  -7  -2  -3  -2  
